;Barri;Habitacions;Lavabo;Metres;Preu;TipusImmoble
479;Badal;4;2;100;1.500 €;Piso
480;Fort Pienc;3;1;90;1.250 €;Piso
481;Putget - Farró;;1;43;1.100 €;Piso
482;Putget - Farró;3;2;100;1.900 €;Ático
483;Gòtic;4;3;140;2.500 €;Piso
484;Carmel;2;1;70;850 €;Piso
485;Sarrià;2;1;65;1.100 €;Piso
486;Putget - Farró;4;2;110;1.500 €;Piso
487;La Marina-Montjuïc;3;1;60;1.000 €;Piso
488;Pedralbes;3;2;129;2.200 €;Piso
489;La Sagrera;3;1;70;1.100 €;Piso
490;Sant Antoni;3;2;130;1.690 €;Piso
491;Pedralbes;3;3;163;2.400 €;Ático
492;Sant Gervasi - Galvany;3;2;143;2.350 €;Piso
493;Raval;3;2;106;2.100 €;Piso
494;Taxonera;4;2;145;1.500 €;Ático
495;Sagrada Família;4;1;85;1.250 €;Apartamento
496;Les Corts;2;1;75;1.300 €;Ático
497;Dreta de l´Eixample;;1;75;1.300 €;Piso
498;Putget - Farró;2;1;70;1.300 €;Piso
499;Vila de Gràcia;2;2;87;1.500 €;Piso
500;Diagonal Mar - La Mar Bella;3;2;125;2.050 €;Dúplex
501;Dreta de l´Eixample;3;2;92;1.300 €;Piso
502;Sant Gervasi - Galvany;2;1;73;1.400 €;Piso
503;Putget - Farró;3;2;134;2.300 €;Piso
504;Vila de Gràcia;2;1;85;1.150 €;Piso
505;Esquerra Alta de l´Eixample;4;2;150;1.800 €;Piso
506;Gòtic;;1;75;1.386 €;Apartamento
507;Vila de Gràcia;5;1;85;1.500 €;Piso
508;Esquerra Alta de l´Eixample;3;2;84;1.652 €;Piso
509;Dreta de l´Eixample;3;2;90;1.390 €;Piso
510;Dreta de l´Eixample;;1;56;1.100 €;Apartamento
511;Raval;2;2;80;1.100 €;Piso
512;Vila de Gràcia;;1;40;950 €;Ático
513;Pedralbes;5;5;410;8.000 €;Casa
514;Dreta de l´Eixample;3;2;100;1.950 €;Piso
515;Dreta de l´Eixample;2;2;100;1.600 €;Piso
516;Sant Antoni;3;1;62;950 €;Piso
517;St. Pere - Sta. Caterina - El Born;2;1;100;1.400 €;Loft
518;Gòtic;3;2;150;2.200 €;Piso
519;Montbau;2;1;70;900 €;Piso
520;Sagrada Família;3;2;85;1.150 €;Piso
521;Esquerra Alta de l´Eixample;4;1;92;1.500 €;Piso
522;Vila de Gràcia;2;1;12;1.225 €;Apartamento
523;Raval;2;1;44;1.250 €;Piso
524;Besòs - Maresme;2;1;70;1.100 €;Apartamento
525;Putget - Farró;;1;74;1.100 €;Piso
526;Putget - Farró;3;2;135;2.100 €;Piso
527;Dreta de l´Eixample;;2;82;2.100 €;Piso
528;Vila de Gràcia;2;1;91;1.340 €;Piso
529;La Bordeta;2;2;74;1.600 €;Piso
530;Porta;3;1;73;850 €;Piso
531;Esquerra Alta de l´Eixample;3;2;87;1.480 €;Piso
532;Pedralbes;3;2;115;1.800 €;Piso
533;Dreta de l´Eixample;2;1;70;1.450 €;Piso
534;Camp d´en Grassot - Gràcia N.;3;1;100;1.775 €;Ático
535;Sant Martí;3;1;85;1.150 €;Piso
536;Sant Gervasi - Bonanova;4;;105;1.580 €;Piso
537;Putget - Farró;2;1;60;1.350 €;Piso
538;Putget - Farró;2;1;95;990 €;Piso
539;Dreta de l´Eixample;4;2;160;2.100 €;Apartamento
540;Pedralbes;4;2;120;1.400 €;Piso
541;Sant Gervasi - Bonanova;3;1;80;1.150 €;Piso
542;Sant Andreu;3;2;80;1.000 €;Piso
543;Vilapicina - Torre Llobeta;3;2;93;990 €;Piso
544;Barceloneta;3;1;78;1.200 €;Piso
545;Tres Torres;4;3;171;2.650 €;Piso
546;Dreta de l´Eixample;3;3;143;2.299 €;Apartamento
547;Diagonal Mar - La Mar Bella;4;2;198;4.900 €;Piso
548;Vila de Gràcia;3;1;90;1.600 €;Piso
549;St. Pere - Sta. Caterina - El Born;3;2;116;1.650 €;Piso
550;Gòtic;3;2;85;1.600 €;Apartamento
551;Sagrada Família;3;2;80;1.200 €;Piso
552;Sant Gervasi - Bonanova;4;3;147;1.850 €;Piso
553;Sant Gervasi - Bonanova;3;2;110;1.900 €;Piso
554;Sant Gervasi - Galvany;2;1;85;1.390 €;Ático
555;Vila Olímpica;3;1;66;1.050 €;Piso
556;Sant Gervasi - Galvany;3;3;151;2.200 €;Piso
557;Dreta de l´Eixample;3;2;82;1.300 €;Piso
558;Gòtic;;1;78;1.190 €;Ático
559;Gòtic;;1;66;1.100 €;Loft
560;Sant Gervasi - Galvany;3;2;132;1.650 €;Piso
561;Fort Pienc;2;1;55;900 €;Piso
562;Pedralbes;5;5;260;5.000 €;Piso
563;Sant Gervasi - Galvany;4;2;130;3.400 €;Ático
564;Tres Torres;3;2;158;2.000 €;Piso
565;Sant Gervasi - Galvany;4;3;158;1.750 €;Apartamento
566;Besòs - Maresme;2;1;58;850 €;Piso
567;Diagonal Mar - La Mar Bella;2;2;58;2.200 €;Apartamento
568;Dreta de l´Eixample;3;2;112;1.500 €;Piso
569;Sant Gervasi - Bonanova;3;2;120;1.800 €;Piso
570;Sarrià;3;2;71;1.100 €;Piso
571;Sant Gervasi - Galvany;5;4;230;5.500 €;Piso
572;Barceloneta;;1;105;3.500 €;Apartamento
573;St. Pere - Sta. Caterina - El Born;;1;70;1.450 €;Apartamento
574;Vila de Gràcia;3;2;90;1.575 €;Piso
575;Diagonal Mar - La Mar Bella;4;2;169;4.500 €;Piso
576;Esquerra Baixa de l´Eixample;3;2;170;2.800 €;Piso
577;Hostafrancs;4;3;90;1.600 €;Piso
578;Dreta de l´Eixample;2;1;80;1.600 €;Apartamento
579;Tres Torres;4;3;200;3.950 €;Piso
580;Sants;3;2;71;1.200 €;Piso
581;Esquerra Alta de l´Eixample;3;2;110;1.375 €;Apartamento
582;Diagonal Mar - La Mar Bella;3;2;79;1.500 €;Piso
583;Font d´en Fargas;4;3;490;3.100 €;Casa
584;Raval;2;1;74;1.350 €;Apartamento
585;Poble Sec;;1;63;830 €;Piso
586;Badal;3;1;90;1.200 €;Piso
587;Congrés - Indians;3;1;50;825 €;Piso
588;Vila de Gràcia;2;2;80;1.300 €;Piso
589;Esquerra Alta de l´Eixample;3;2;99;1.950 €;Piso
590;Sant Gervasi - Galvany;2;2;75;2.050 €;Apartamento
591;Dreta de l´Eixample;4;2;95;1.350 €;Piso
592;Sant Gervasi - Galvany;;1;72;1.100 €;Piso
593;Sant Ramon - Maternitat;3;1;70;1.250 €;Piso
594;Putget - Farró;4;2;110;1.550 €;Piso
595;Putget - Farró;2;1;130;1.250 €;Piso
596;St. Pere - Sta. Caterina - El Born;2;1;140;2.350 €;Apartamento
597;Vila de Gràcia;;1;52;1.150 €;Piso
598;Besòs - Maresme;3;1;103;1.200 €;Piso
599;Putget - Farró;;1;51;1.100 €;Apartamento
600;Fort Pienc;2;2;55;875 €;Piso
601;Putget - Farró;3;1;70;1.250 €;Piso
602;St. Pere - Sta. Caterina - El Born;;1;55;1.100 €;Apartamento
603;Vila Olímpica;2;3;146;3.300 €;Casa
604;Sant Ramon - Maternitat;4;2;150;1.900 €;Piso
605;Esquerra Baixa de l´Eixample;4;2;107;1.766 €;Piso
606;St. Pere - Sta. Caterina - El Born;;1;50;950 €;Piso
607;Putget - Farró;5;3;246;4.800 €;Piso
608;Sant Gervasi - Galvany;3;3;191;2.900 €;Piso
609;Dreta de l´Eixample;3;1;70;1.100 €;Piso
610;Sant Gervasi - Galvany;4;3;300;2.100 €;Piso
611;Vila de Gràcia;;1;104;1.600 €;Dúplex
612;Sant Gervasi - Bonanova;6;5;315;4.400 €;Piso
613;Baix Guinardó;2;2;80;1.100 €;Piso
614;Camp de l´Arpa;3;2;85;1.500 €;Piso
615;Esquerra Alta de l´Eixample;4;2;100;1.500 €;Piso
616;St. Pere - Sta. Caterina - El Born;;1;85;1.900 €;Piso
617;Baix Guinardó;3;1;70;1.000 €;Piso
618;Poblenou;2;1;65;1.000 €;Piso
619;St. Pere - Sta. Caterina - El Born;;1;60;1.200 €;Piso
620;Fort Pienc;3;1;80;1.200 €;Planta
621;Esquerra Alta de l´Eixample;2;1;53;1.100 €;Piso
622;Guinardó;3;2;85;1.450 €;Piso
623;Les Corts;4;2;108;1.400 €;Piso
624;Dreta de l´Eixample;3;2;165;2.600 €;Piso
625;Esquerra Alta de l´Eixample;2;1;76;925 €;Piso
626;Camp de l´Arpa;3;1;98;1.350 €;Piso
627;Badal;3;2;74;1.100 €;Piso
628;Sant Gervasi - Galvany;3;2;140;2.100 €;Piso
629;Diagonal Mar - La Mar Bella;4;2;145;4.500 €;Piso
630;Les Corts;2;2;85;1.200 €;Piso
631;Camp d´en Grassot - Gràcia N.;3;1;100;1.775 €;Dúplex
632;Esquerra Alta de l´Eixample;2;1;35;850 €;Piso
633;St. Pere - Sta. Caterina - El Born;3;2;150;1.800 €;Piso
634;Esquerra Alta de l´Eixample;3;2;115;1.650 €;Piso
635;Dreta de l´Eixample;;1;64;1.650 €;Ático
636;Fort Pienc;2;1;70;865 €;Piso
637;Sagrada Família;2;2;85;1.595 €;Ático
638;Camp de l´Arpa;3;2;100;1.850 €;Apartamento
639;Sant Gervasi - Galvany;3;2;84;1.390 €;Piso
640;Pedralbes;7;7;700;21.500 €;Casa
641;Pedralbes;7;7;700;20.000 €;Casa
642;Sant Antoni;;2;45;890 €;Piso
643;Sant Gervasi - Galvany;4;2;135;1.950 €;Piso
644;Tres Torres;5;4;185;2.700 €;Piso
645;Raval;3;1;89;1.200 €;Piso
646;Sant Antoni;4;2;107;1.400 €;Piso
647;Sant Gervasi - Galvany;3;2;90;1.200 €;Piso
648;Raval;;1;68;1.100 €;Apartamento
649;Les Corts;2;1;78;1.300 €;Ático
650;Dreta de l´Eixample;2;2;85;1.450 €;Piso
651;Hostafrancs;4;2;110;1.500 €;Piso
652;Raval;;1;70;950 €;Piso
653;Dreta de l´Eixample;2;2;85;1.900 €;Piso
654;Dreta de l´Eixample;2;2;70;2.100 €;Piso
655;Dreta de l´Eixample;;1;68;1.350 €;Ático
656;Esquerra Alta de l´Eixample;3;2;115;1.650 €;Piso
657;Esquerra Alta de l´Eixample;3;2;100;1.350 €;Piso
658;Sant Antoni;2;2;75;1.300 €;Piso
659;Sant Gervasi - Galvany;3;2;80;1.190 €;Piso
660;St. Pere - Sta. Caterina - El Born;2;1;129;1.800 €;Ático
661;Vila de Gràcia;;1;45;990 €;Ático
662;Badal;3;2;80;1.100 €;Piso
663;Sant Gervasi - Galvany;2;2;90;1.600 €;Piso
664;Besòs - Maresme;2;1;80;1.100 €;Apartamento
665;Tres Torres;6;4;391;3.950 €;Dúplex
666;Sant Gervasi - Bonanova;3;2;132;1.800 €;Piso
667;St. Pere - Sta. Caterina - El Born;;1;56;925 €;Piso
668;Glòries El Parc;3;1;76;1.100 €;Piso
669;Camp de l´Arpa;4;2;106;1.300 €;Piso
670;Sant Gervasi - Galvany;4;2;157;1.950 €;Piso
671;Sarrià;3;2;109;1.950 €;Dúplex
672;Esquerra Alta de l´Eixample;3;2;103;2.200 €;Piso
673;Esquerra Baixa de l´Eixample;;1;68;1.350 €;Piso
674;Pedralbes;4;3;150;3.900 €;Apartamento
675;Esquerra Alta de l´Eixample;2;2;80;2.100 €;Ático
676;Sant Gervasi - Galvany;2;1;67;1.250 €;Piso
677;Diagonal Mar - La Mar Bella;3;2;140;4.450 €;Apartamento
678;Esquerra Alta de l´Eixample;3;2;92;1.600 €;Piso
679;Sant Antoni;3;1;86;1.150 €;Piso
680;Camp d´en Grassot - Gràcia N.;3;2;97;1.100 €;Ático
681;Provençals del Poblenou;;1;69;1.250 €;Apartamento
682;Esquerra Baixa de l´Eixample;2;3;108;2.400 €;Piso
683;Dreta de l´Eixample;3;2;100;2.350 €;Piso
684;Les Corts;4;2;120;1.975 €;Piso
685;Esquerra Baixa de l´Eixample;3;1;70;1.400 €;Piso
686;Les Corts;3;2;84;1.200 €;Piso
687;Sant Gervasi - Galvany;3;2;109;2.000 €;Piso
688;Diagonal Mar - La Mar Bella;4;2;248;8.000 €;Ático
689;Diagonal Mar - La Mar Bella;2;2;88;1.785 €;Piso
690;St. Pere - Sta. Caterina - El Born;;1;110;2.150 €;Piso
691;St. Pere - Sta. Caterina - El Born;2;2;140;2.300 €;Piso
692;Sant Gervasi - Galvany;5;3;160;2.200 €;Piso
693;Putget - Farró;3;1;84;1.350 €;Piso
694;Les Corts;3;2;87;1.500 €;Piso
695;Dreta de l´Eixample;4;4;350;8.500 €;Ático
696;Esquerra Alta de l´Eixample;2;2;70;1.500 €;Piso
697;Sant Gervasi - Galvany;5;3;235;3.600 €;Piso
698;Sarrià;3;2;176;4.200 €;Piso
699;Sant Gervasi - Galvany;;1;67;1.300 €;Ático
700;St. Pere - Sta. Caterina - El Born;;1;50;950 €;Piso
701;Esquerra Baixa de l´Eixample;3;2;104;1.300 €;Piso
702;Sant Gervasi - Galvany;4;4;220;3.700 €;Piso
703;Sant Gervasi - Galvany;6;2;181;2.000 €;Piso
704;Diagonal Mar - La Mar Bella;2;2;110;1.675 €;Piso
705;Sant Gervasi - Galvany;3;2;97;1.600 €;Apartamento
706;Sant Gervasi - Galvany;5;5;325;6.800 €;Piso
707;Sant Gervasi - Galvany;4;3;250;4.000 €;Piso
708;Dreta de l´Eixample;3;2;90;1.390 €;Piso
709;Camp d´en Grassot - Gràcia N.;2;1;57;1.000 €;Piso
710;Diagonal Mar - La Mar Bella;2;1;92;2.300 €;Piso
711;Esquerra Alta de l´Eixample;2;2;70;2.300 €;Piso
712;St. Pere - Sta. Caterina - El Born;2;2;64;1.500 €;Piso
713;Tres Torres;6;3;157;3.300 €;Piso
714;Sant Gervasi - Galvany;2;1;100;1.500 €;Ático
715;Fort Pienc;3;2;99;2.400 €;Dúplex
716;Sant Gervasi - Galvany;2;2;98;1.750 €;Piso
717;Diagonal Mar - La Mar Bella;3;2;140;2.600 €;Piso
718;Sant Gervasi - Galvany;4;3;160;2.200 €;Piso
719;Esquerra Baixa de l´Eixample;;1;50;1.490 €;Piso
720;Diagonal Mar - La Mar Bella;4;3;187;8.000 €;Piso
721;Raval;2;1;75;1.700 €;Piso
722;Barceloneta;2;1;55;1.050 €;Piso
723;Tres Torres;3;2;170;1.650 €;Piso
724;Pedralbes;4;3;251;3.200 €;Piso
725;Camp de l´Arpa;3;1;85;1.500 €;Apartamento
726;Dreta de l´Eixample;2;2;118;1.850 €;Piso
727;Dreta de l´Eixample;3;2;201;2.350 €;Piso
728;Esquerra Alta de l´Eixample;3;2;160;2.800 €;Apartamento
729;El Clot;3;1;72;975 €;Piso
730;Vila de Gràcia;;1;62;1.200 €;Piso
731;Esquerra Baixa de l´Eixample;;1;55;1.000 €;Piso
732;Sant Gervasi - Bonanova;5;3;200;2.300 €;Piso
733;Sant Gervasi - Galvany;2;1;69;1.150 €;Piso
734;Dreta de l´Eixample;;1;50;1.300 €;Piso
735;Sant Gervasi - Galvany;3;2;90;1.300 €;Piso
736;Putget - Farró;2;1;112;1.000 €;Piso
737;Sant Gervasi - Galvany;2;1;69;1.150 €;Piso
738;Fort Pienc;2;1;70;1.250 €;Ático
739;Esquerra Alta de l´Eixample;2;1;85;1.600 €;Apartamento
740;Putget - Farró;2;1;52;900 €;Apartamento
741;Esquerra Alta de l´Eixample;3;2;58;1.290 €;Piso
742;Sant Antoni;3;1;78;1.275 €;Piso
743;Sants;3;2;85;1.200 €;Apartamento
744;St. Pere - Sta. Caterina - El Born;;1;38;800 €;Piso
745;Porta;2;1;83;850 €;Piso
746;Putget - Farró;3;2;103;2.400 €;Ático
747;Esquerra Alta de l´Eixample;2;1;80;2.500 €;Piso
748;Sant Ramon - Maternitat;2;2;92;1.650 €;Piso
749;Diagonal Mar - La Mar Bella;3;2;152;3.500 €;Apartamento
750;Sants;2;1;80;1.300 €;Piso
751;Dreta de l´Eixample;;1;45;1.249 €;Apartamento
752;Navas;3;1;90;1.000 €;Piso
753;La Marina-Montjuïc;3;2;90;1.200 €;Piso
754;Esquerra Alta de l´Eixample;4;2;114;1.990 €;Piso
755;Provençals del Poblenou;4;1;100;1.850 €;Ático
756;Les Corts;3;1;73;1.100 €;Piso
757;Putget - Farró;3;1;105;1.500 €;Piso
758;Camp de l´Arpa;2;1;60;965 €;Piso
759;Dreta de l´Eixample;3;2;165;2.600 €;Piso
760;Sarrià;2;2;100;1.850 €;Piso
761;Gòtic;;1;41;1.300 €;Apartamento
762;Esquerra Alta de l´Eixample;2;1;60;1.300 €;Piso
763;Dreta de l´Eixample;;1;60;1.550 €;Apartamento
764;Dreta de l´Eixample;2;2;86;2.400 €;Apartamento
765;Vila Olímpica;3;1;70;1.050 €;Piso
766;St. Pere - Sta. Caterina - El Born;;1;100;1.300 €;Piso
767;Raval;3;1;80;1.200 €;Piso
768;Vila de Gràcia;;1;45;1.150 €;Apartamento
769;St. Pere - Sta. Caterina - El Born;2;1;80;3.000 €;Apartamento
770;Dreta de l´Eixample;2;1;60;1.530 €;Ático
771;Sants;3;1;75;1.400 €;Piso
772;Camp de l´Arpa;3;2;130;1.850 €;Apartamento
773;St. Pere - Sta. Caterina - El Born;2;1;98;1.400 €;Piso
774;Raval;3;2;120;1.550 €;Piso
775;Sant Gervasi - Galvany;2;1;67;1.400 €;Piso
776;Raval;2;2;80;1.500 €;Piso
777;Sant Gervasi - Galvany;3;1;90;1.900 €;Ático
778;Sant Gervasi - Galvany;;1;50;1.350 €;Piso
779;Dreta de l´Eixample;3;2;136;1.500 €;Piso
780;Guinardó;3;1;75;950 €;Piso
781;Glòries El Parc;2;1;40;1.050 €;Piso
782;Sant Gervasi - Galvany;;1;50;1.350 €;Piso
783;St. Pere - Sta. Caterina - El Born;3;2;104;1.300 €;Piso
784;Sant Gervasi - Galvany;6;3;250;4.900 €;Ático
785;Sagrada Família;2;2;65;1.250 €;Piso
786;Vallvidrera - Tibidabo - Les Planes;;1;50;985 €;Ático
787;Porta;2;2;80;1.000 €;Piso
788;Sant Antoni;2;2;90;1.250 €;Apartamento
789;Guinardó;2;;114;1.000 €;Piso
790;Dreta de l´Eixample;2;2;94;2.200 €;Piso
791;Poblenou;3;2;73;1.500 €;Piso
792;Dreta de l´Eixample;;1;75;1.550 €;Ático
793;Diagonal Mar - La Mar Bella;4;2;125;2.500 €;Piso
794;Poble Sec;3;1;79;1.250 €;Apartamento
795;Sagrada Família;2;2;95;1.975 €;Piso
796;Barceloneta;;1;40;790 €;Apartamento
797;Pedralbes;2;2;105;1.800 €;Piso
798;Putget - Farró;2;1;70;1.150 €;Piso
799;Putget - Farró;2;2;65;1.200 €;Piso
800;Dreta de l´Eixample;2;2;96;1.430 €;Piso
801;Les Corts;4;2;95;1.250 €;Piso
802;Putget - Farró;2;1;70;1.150 €;Apartamento
803;Poblenou;;1;85;1.700 €;Piso
804;Tres Torres;4;3;181;3.300 €;Apartamento
805;Raval;;1;70;950 €;Piso
806;St. Pere - Sta. Caterina - El Born;4;3;146;2.900 €;Piso
807;Dreta de l´Eixample;;1;45;1.240 €;Apartamento
808;Poblenou;2;2;65;1.400 €;Piso
809;Camp d´en Grassot - Gràcia N.;2;2;90;1.290 €;Piso
810;Dreta de l´Eixample;2;;65;1.450 €;Piso
811;Taxonera;3;2;98;1.600 €;Piso
812;Pedralbes;4;2;105;1.500 €;Piso
813;Guinardó;3;2;116;1.500 €;Piso
814;Esquerra Alta de l´Eixample;3;1;91;1.500 €;Piso
815;Navas;4;3;156;1.365 €;Piso
816;Sant Gervasi - Galvany;4;2;115;1.800 €;Piso
817;Sants;4;2;95;1.150 €;Piso
818;Esquerra Alta de l´Eixample;2;1;60;2.500 €;Piso
819;Diagonal Mar - La Mar Bella;2;2;153;2.900 €;Apartamento
820;Esquerra Baixa de l´Eixample;2;1;80;1.650 €;Ático
821;Les Corts;3;1;81;950 €;Piso
822;Esquerra Alta de l´Eixample;3;2;116;1.900 €;Piso
823;Gòtic;3;1;75;1.450 €;Piso
824;Diagonal Mar - La Mar Bella;3;1;110;1.875 €;Piso
825;Raval;2;1;65;1.200 €;Piso
826;Sant Andreu;3;1;85;1.100 €;Piso
827;Sant Antoni;3;1;82;1.150 €;Piso
828;Sant Antoni;3;2;124;1.650 €;Piso
829;Bon Pastor;2;1;70;900 €;Piso
830;Poble Sec;3;1;92;1.400 €;Piso
831;Poblenou;3;1;80;1.250 €;Piso
832;Gòtic;;1;80;1.150 €;Piso
833;Pedralbes;;1;43;1.100 €;Piso
834;Gòtic;2;1;75;1.195 €;Piso
835;Diagonal Mar - La Mar Bella;;1;69;1.600 €;Piso
836;Gòtic;3;2;112;1.795 €;Piso
837;Vila de Gràcia;;1;50;1.195 €;Piso
838;Tres Torres;4;3;155;3.500 €;Piso
839;Gòtic;3;2;116;1.999 €;Piso
840;Tres Torres;4;3;155;3.500 €;Piso
841;Gòtic;3;2;116;1.999 €;Piso
842;Diagonal Mar - La Mar Bella;2;1;75;1.600 €;Piso
843;Diagonal Mar - La Mar Bella;3;3;164;7.500 €;Apartamento
844;Dreta de l´Eixample;8;4;337;5.000 €;Piso
845;Raval;3;2;94;2.100 €;Piso
846;Dreta de l´Eixample;3;2;170;2.790 €;Apartamento
847;Sants;2;1;55;1.100 €;Piso
848;Dreta de l´Eixample;2;1;60;900 €;Piso
849;Camp de l´Arpa;3;1;67;900 €;Piso
850;Tres Torres;5;4;180;4.500 €;Ático
851;Vila de Gràcia;2;1;58;1.000 €;Piso
852;Dreta de l´Eixample;;2;30;1.290 €;Apartamento
853;St. Pere - Sta. Caterina - El Born;3;2;120;1.750 €;Piso
854;Esquerra Alta de l´Eixample;2;1;80;2.500 €;Piso
855;Tres Torres;3;2;193;2.300 €;Piso
856;Pedralbes;5;3;267;3.800 €;Piso
857;Raval;;1;42;800 €;Piso
858;Sant Gervasi - Galvany;2;1;60;1.250 €;Apartamento
859;Esquerra Baixa de l´Eixample;;1;50;1.250 €;Piso
860;Dreta de l´Eixample;3;2;170;3.000 €;Piso
861;Sant Gervasi - Galvany;4;3;156;3.000 €;Piso
862;Sant Andreu;4;1;80;900 €;Piso
863;Dreta de l´Eixample;4;2;170;2.650 €;Piso
864;Sants;4;3;380;6.000 €;Casa
865;Vila de Gràcia;2;2;75;1.600 €;Ático
866;Dreta de l´Eixample;4;3;200;4.000 €;Ático
867;Putget - Farró;2;1;65;1.150 €;Ático
868;Les Corts;3;1;82;1.200 €;Piso
869;Esquerra Alta de l´Eixample;2;3;110;2.150 €;Piso
870;Sant Ramon - Maternitat;3;2;75;1.200 €;Piso
871;Tres Torres;5;4;275;2.700 €;Piso
872;Esquerra Alta de l´Eixample;3;2;114;1.500 €;Piso
873;Sant Antoni;2;2;86;1.350 €;Piso
874;Dreta de l´Eixample;4;2;110;1.500 €;Piso
875;Esquerra Baixa de l´Eixample;2;2;65;2.100 €;Piso
876;Putget - Farró;3;2;130;1.700 €;Piso
877;Vallcarca - Penitents;3;1;65;850 €;Piso
878;Sant Gervasi - Galvany;4;3;140;2.600 €;Piso
879;Fort Pienc;4;2;100;1.350 €;Piso
880;Dreta de l´Eixample;2;1;70;2.000 €;Piso
881;Vallcarca - Penitents;4;1;88;1.350 €;Piso
882;Dreta de l´Eixample;2;2;75;1.395 €;Piso
883;Gòtic;2;2;115;1.350 €;Piso
884;Esquerra Alta de l´Eixample;3;2;80;1.150 €;Piso
885;Dreta de l´Eixample;2;2;85;2.000 €;Ático
886;Dreta de l´Eixample;2;1;60;1.950 €;Piso
887;Glòries El Parc;2;1;45;925 €;Piso
888;Sant Gervasi - Galvany;3;3;190;2.900 €;Piso
889;Camp d´en Grassot - Gràcia N.;;1;72;1.200 €;Piso
890;Pedralbes;3;3;175;2.400 €;Piso
891;Tres Torres;5;5;274;3.600 €;Piso
892;Camp d´en Grassot - Gràcia N.;4;2;92;1.300 €;Piso
893;Dreta de l´Eixample;3;3;160;3.800 €;Piso
894;Vila de Gràcia;4;1;90;1.400 €;Piso
895;El Clot;2;1;79;1.300 €;Apartamento
896;Sant Gervasi - Galvany;2;1;72;1.150 €;Piso
897;Dreta de l´Eixample;3;2;205;6.500 €;Piso
898;Poblenou;2;1;96;1.550 €;Piso
899;Sant Gervasi - Galvany;6;2;180;2.300 €;Piso
900;Les Corts;4;3;225;2.900 €;Apartamento
901;Dreta de l´Eixample;3;2;90;2.200 €;Ático
902;Sant Gervasi - Galvany;6;3;246;4.500 €;Ático
903;St. Pere - Sta. Caterina - El Born;;1;37;690 €;Piso
904;Esquerra Alta de l´Eixample;2;1;80;1.200 €;Piso
905;Dreta de l´Eixample;4;2;170;1.800 €;Piso
906;Sarrià;3;2;104;2.300 €;Piso
907;Taxonera;3;2;150;1.500 €;Apartamento
908;La Verneda - La Pau;3;1;72;1.200 €;Apartamento
909;Camp de l´Arpa;5;4;104;1.200 €;Piso
910;Raval;2;1;65;1.150 €;Apartamento
911;Esquerra Alta de l´Eixample;;1;44;1.300 €;Apartamento
912;Esquerra Alta de l´Eixample;4;4;250;3.200 €;Ático
913;El Clot;2;1;55;1.100 €;Piso
914;Putget - Farró;2;1;70;1.350 €;Ático
915;Sant Gervasi - Galvany;3;3;187;2.200 €;Piso
916;Sant Gervasi - Bonanova;3;2;120;1.600 €;Piso
917;Les Corts;3;2;120;2.500 €;Piso
918;Sant Gervasi - Bonanova;3;2;144;2.400 €;Piso
919;Esquerra Alta de l´Eixample;;1;40;950 €;Apartamento
920;Putget - Farró;2;1;62;1.050 €;Ático
921;Sarrià;2;2;75;1.600 €;Piso
922;Sant Gervasi - Galvany;4;2;175;2.850 €;Piso
923;Camp d´en Grassot - Gràcia N.;2;1;100;1.700 €;Piso
924;Esquerra Baixa de l´Eixample;3;1;100;1.500 €;Piso
925;Sant Martí;3;1;90;1.000 €;Piso
926;Poble Sec;4;1;76;1.200 €;Piso
927;Tres Torres;4;3;179;3.500 €;Piso
928;Dreta de l´Eixample;3;2;115;2.200 €;Piso
929;Sarrià;5;3;200;3.200 €;Piso
930;Sant Gervasi - Galvany;2;1;69;1.475 €;Apartamento
931;St. Pere - Sta. Caterina - El Born;2;2;70;1.600 €;Apartamento
932;Pedralbes;5;3;200;3.200 €;Casa
933;Pedralbes;4;3;190;3.900 €;Piso
934;Diagonal Mar - La Mar Bella;3;2;120;2.900 €;Piso
935;Sarrià;5;3;200;3.200 €;Piso
936;Dreta de l´Eixample;;1;65;1.650 €;Ático
937;Pedralbes;4;4;132;5.107 €;Planta
938;Dreta de l´Eixample;4;3;255;4.800 €;Piso
939;Tres Torres;5;4;180;2.700 €;Piso
940;Dreta de l´Eixample;2;2;90;1.700 €;Piso
941;Poblenou;4;2;110;1.800 €;Piso
942;St. Pere - Sta. Caterina - El Born;3;2;160;1.900 €;Piso
943;Putget - Farró;3;2;180;2.650 €;Piso
944;Sant Antoni;5;2;130;1.350 €;Piso
945;Sants;4;2;120;1.800 €;Apartamento
946;Gòtic;;2;76;1.700 €;Apartamento
947;Sarrià;3;3;200;3.200 €;Piso
948;St. Pere - Sta. Caterina - El Born;3;2;130;2.900 €;Piso
949;Vallcarca - Penitents;3;2;129;1.850 €;Piso
950;Sants;3;1;83;1.100 €;Piso
951;Esquerra Alta de l´Eixample;4;2;100;1.400 €;Piso
952;Dreta de l´Eixample;3;2;210;2.299 €;Piso
953;Vallcarca - Penitents;;1;53;790 €;Piso
954;Esquerra Alta de l´Eixample;3;1;180;3.000 €;Ático
955;Vila de Gràcia;2;2;97;1.785 €;Piso
956;Sant Gervasi - Galvany;4;2;100;1.300 €;Piso
957;Baix Guinardó;3;2;79;1.150 €;Piso
958;Dreta de l´Eixample;3;2;160;3.000 €;Piso
959;Sant Gervasi - Bonanova;4;2;140;2.150 €;Piso
